#feature,bac3,bac4,bac1,bac2,bac5,bac6,vir1,vir4,vir2,vir3,vir5,vir6
ENSG00000000457.14,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ENSG00000000938.13,120.0,17.0,125.0,65.0,53.0,33.0,32.0,17.0,35.0,2.0,43.0,27.0
ENSG00000000971.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000001460.18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000001461.17,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0
ENSG00000004455.17,23.0,7.0,2.0,14.0,8.0,1.0,13.0,8.0,6.0,1.0,4.0,3.0
ENSG00000004487.17,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
ENSG00000006555.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000007341.19,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
ENSG00000007923.16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSG00000007968.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
ENSG00000008128.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000008130.15,37.0,2.0,16.0,23.0,15.0,7.0,13.0,6.0,9.0,0.0,14.0,4.0
ENSG00000009307.16,63.0,17.0,19.0,40.0,17.0,21.0,22.0,12.0,18.0,0.0,21.0,7.0
ENSG00000009780.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009790.15,22.0,9.0,6.0,14.0,7.0,7.0,9.0,11.0,5.0,2.0,9.0,6.0
ENSG00000010072.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000010165.20,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
ENSG00000010803.16,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011007.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000011009.11,14.0,5.0,7.0,9.0,6.0,0.0,7.0,4.0,6.0,2.0,3.0,0.0
ENSG00000011021.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000014914.21,8.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
ENSG00000020129.16,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000020633.19,7.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
ENSG00000023572.10,8.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
ENSG00000023902.14,20.0,4.0,2.0,5.0,9.0,6.0,6.0,4.0,5.0,2.0,9.0,2.0
ENSG00000023909.10,8.0,3.0,6.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
ENSG00000025800.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000026751.17,0.0,6.0,18.0,6.0,1.0,2.0,7.0,0.0,2.0,2.0,14.0,0.0
ENSG00000027869.12,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
ENSG00000028137.19,61.0,15.0,25.0,48.0,38.0,14.0,20.0,11.0,22.0,3.0,34.0,9.0
ENSG00000031698.13,13.0,6.0,4.0,6.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0
ENSG00000033122.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000035687.10,21.0,3.0,5.0,7.0,4.0,3.0,6.0,6.0,1.0,0.0,7.0,0.0
ENSG00000036549.13,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000037637.11,7.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,3.0
ENSG00000040487.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000041988.15,2.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000043514.17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSG00000047410.14,1.0,4.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSG00000048707.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000049089.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000049239.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049245.13,10.0,0.0,12.0,12.0,15.0,5.0,3.0,3.0,1.0,0.0,14.0,2.0
ENSG00000049246.14,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000049247.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
ENSG00000050628.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000052723.12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
ENSG00000053371.12,18.0,2.0,2.0,8.0,4.0,6.0,1.0,5.0,1.0,1.0,2.0,1.0
ENSG00000053372.5,9.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSG00000054116.12,17.0,1.0,10.0,3.0,4.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0
ENSG00000054118.15,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000054267.22,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000054277.14,5.0,2.0,0.0,8.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,0.0
ENSG00000054282.16,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSG00000054392.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000055070.17,10.0,5.0,7.0,13.0,4.0,3.0,6.0,0.0,7.0,2.0,5.0,0.0
ENSG00000057252.13,6.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ENSG00000057757.10,5.0,3.0,9.0,3.0,6.0,0.0,4.0,0.0,57.0,6.0,0.0,4.0
ENSG00000058453.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000058668.15,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000058673.16,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ENSG00000058799.15,7.0,0.0,11.0,1.0,11.0,3.0,2.0,2.0,3.0,1.0,7.0,0.0
ENSG00000058804.12,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000059588.10,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000060642.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000060688.13,14.0,2.0,0.0,4.0,3.0,2.0,5.0,3.0,0.0,2.0,7.0,2.0
ENSG00000064703.12,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
ENSG00000064886.14,12.0,2.0,2.0,10.0,6.0,6.0,9.0,3.0,7.0,4.0,5.0,1.0
ENSG00000065135.12,22.0,4.0,18.0,13.0,11.0,9.0,9.0,7.0,5.0,1.0,9.0,8.0
ENSG00000065183.16,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065243.20,0.0,3.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526.12,4.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000065600.13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSG00000065978.19,119.0,43.0,72.0,75.0,49.0,43.0,63.0,36.0,138.0,18.0,91.0,23.0
ENSG00000066027.12,21.0,2.0,15.0,4.0,10.0,8.0,11.0,6.0,5.0,0.0,7.0,5.0
ENSG00000066135.13,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066136.20,29.0,3.0,8.0,8.0,7.0,2.0,6.0,6.0,6.0,0.0,3.0,3.0
ENSG00000066185.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066279.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066294.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066322.15,22.0,1.0,9.0,15.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,2.0
ENSG00000066557.6,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ENSG00000067208.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067334.14,6.0,0.0,3.0,5.0,2.0,3.0,3.0,0.0,2.0,0.0,4.0,2.0
ENSG00000067533.6,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
ENSG00000067606.17,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067704.10,6.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0
ENSG00000069248.12,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
ENSG00000069275.13,14.0,1.0,0.0,6.0,3.0,4.0,0.0,6.0,0.0,2.0,2.0,4.0
ENSG00000069424.15,20.0,5.0,8.0,11.0,2.0,3.0,13.0,3.0,7.0,0.0,5.0,3.0
ENSG00000069702.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070759.17,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000070785.17,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
ENSG00000070831.17,40.0,0.0,34.0,37.0,20.0,0.0,17.0,15.0,18.0,3.0,14.0,6.0
ENSG00000072694.21,6.0,2.0,1.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,5.0
ENSG00000073756.12,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000074800.16,186.0,20.0,91.0,129.0,64.0,34.0,33.0,27.0,59.0,13.0,60.0,19.0
ENSG00000074964.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSG00000075151.20,11.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
ENSG00000075945.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076258.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000076321.11,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076356.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000076864.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,2.0
ENSG00000077152.11,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ENSG00000077157.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077254.14,1.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0
ENSG00000077549.19,75.0,16.0,43.0,54.0,28.0,30.0,31.0,18.0,26.0,8.0,18.0,12.0
ENSG00000077585.14,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000078369.18,49.0,6.0,33.0,25.0,24.0,15.0,22.0,8.0,13.0,4.0,24.0,10.0
ENSG00000078618.22,11.0,5.0,7.0,0.0,7.0,10.0,3.0,5.0,6.0,0.0,5.0,8.0
ENSG00000078808.18,25.0,1.0,7.0,11.0,14.0,2.0,7.0,8.0,7.0,3.0,15.0,2.0
ENSG00000078900.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079277.22,8.0,3.0,5.0,3.0,4.0,0.0,3.0,5.0,9.0,3.0,0.0,1.0
ENSG00000079335.20,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000079739.17,17.0,1.0,7.0,10.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0
ENSG00000081019.13,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237.20,81.0,20.0,40.0,40.0,42.0,31.0,25.0,17.0,23.0,2.0,33.0,19.0
ENSG00000081692.12,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
ENSG00000081721.12,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
ENSG00000081870.11,8.0,3.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
ENSG00000081985.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082512.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000083444.17,7.0,0.0,4.0,4.0,6.0,1.0,3.0,0.0,1.0,0.0,7.0,3.0
ENSG00000084070.12,70.0,9.0,58.0,40.0,49.0,14.0,42.0,21.0,15.0,0.0,38.0,22.0
ENSG00000084072.17,0.0,0.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0
ENSG00000084073.10,6.0,0.0,6.0,3.0,3.0,4.0,0.0,2.0,3.0,0.0,5.0,3.0
ENSG00000084623.11,24.0,8.0,0.0,19.0,7.0,10.0,9.0,6.0,5.0,0.0,10.0,4.0
ENSG00000084652.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085433.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085491.17,2.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSG00000085831.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085832.17,9.0,1.0,0.0,9.0,8.0,2.0,0.0,3.0,3.0,2.0,4.0,0.0
ENSG00000085998.14,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ENSG00000085999.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086015.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086619.14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088035.18,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0
ENSG00000090020.11,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000090104.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090273.14,14.0,3.0,1.0,8.0,5.0,3.0,2.0,4.0,4.0,0.0,7.0,1.0
ENSG00000090432.7,0.0,3.0,0.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0
ENSG00000090621.14,15.0,7.0,0.0,6.0,3.0,5.0,6.0,4.0,3.0,0.0,5.0,4.0
ENSG00000090686.16,5.0,0.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
ENSG00000091483.7,9.0,1.0,0.0,7.0,1.0,3.0,6.0,2.0,2.0,0.0,3.0,1.0
ENSG00000092621.13,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000092847.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092853.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092978.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000094975.14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
ENSG00000097021.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000097033.14,26.0,5.0,55.0,12.0,24.0,13.0,13.0,5.0,19.0,2.0,27.0,17.0
ENSG00000097046.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000107404.20,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000116128.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000116133.13,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000116138.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116157.6,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
ENSG00000116161.18,14.0,8.0,0.0,12.0,22.0,7.0,9.0,4.0,4.0,2.0,47.0,4.0
ENSG00000116171.19,31.0,9.0,6.0,6.0,9.0,6.0,7.0,3.0,1.0,1.0,6.0,2.0
ENSG00000116191.17,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116198.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116199.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116205.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209.12,53.0,18.0,46.0,27.0,52.0,20.0,21.0,18.0,23.0,5.0,33.0,16.0
ENSG00000116212.15,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116213.16,4.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0
ENSG00000116221.15,11.0,2.0,0.0,6.0,8.0,4.0,0.0,2.0,3.0,0.0,4.0,2.0
ENSG00000116237.16,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251.11,188.0,64.0,13.0,137.0,69.0,102.0,63.0,52.0,48.0,7.0,85.0,22.0
ENSG00000116260.17,16.0,0.0,8.0,13.0,8.0,3.0,0.0,2.0,0.0,0.0,6.0,4.0
ENSG00000116266.11,10.0,3.0,6.0,6.0,7.0,4.0,8.0,1.0,5.0,0.0,0.0,4.0
ENSG00000116273.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000116288.13,64.0,14.0,16.0,33.0,25.0,18.0,19.0,14.0,17.0,9.0,13.0,7.0
ENSG00000116299.17,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116337.19,13.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0
ENSG00000116350.17,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116353.16,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116406.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSG00000116455.14,6.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
ENSG00000116459.11,53.0,18.0,20.0,32.0,19.0,12.0,21.0,11.0,10.0,6.0,24.0,4.0
ENSG00000116473.14,37.0,8.0,16.0,15.0,19.0,11.0,15.0,8.0,8.0,0.0,24.0,7.0
ENSG00000116478.12,25.0,4.0,6.0,13.0,11.0,3.0,6.0,4.0,5.0,2.0,10.0,6.0
ENSG00000116489.13,62.0,8.0,54.0,47.0,49.0,17.0,28.0,8.0,17.0,6.0,38.0,22.0
ENSG00000116497.18,4.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116514.16,14.0,2.0,11.0,6.0,3.0,5.0,8.0,2.0,3.0,0.0,7.0,3.0
ENSG00000116521.11,11.0,4.0,4.0,5.0,2.0,3.0,7.0,5.0,1.0,0.0,3.0,3.0
ENSG00000116525.14,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116539.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116544.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116560.11,8.0,5.0,5.0,18.0,8.0,4.0,5.0,4.0,6.0,2.0,8.0,4.0
ENSG00000116574.6,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116580.18,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000116584.20,16.0,0.0,14.0,11.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0
ENSG00000116586.12,19.0,10.0,5.0,18.0,10.0,8.0,7.0,3.0,6.0,2.0,10.0,3.0
ENSG00000116604.18,9.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
ENSG00000116649.10,22.0,8.0,0.0,25.0,1.0,3.0,14.0,3.0,1.0,1.0,14.0,1.0
ENSG00000116661.11,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116663.11,6.0,2.0,14.0,5.0,5.0,1.0,6.0,2.0,8.0,0.0,7.0,6.0
ENSG00000116667.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116668.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670.15,5.0,3.0,8.0,5.0,6.0,5.0,3.0,0.0,1.0,2.0,7.0,1.0
ENSG00000116675.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSG00000116678.20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000116679.16,6.0,4.0,6.0,8.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0
ENSG00000116685.16,22.0,4.0,12.0,10.0,8.0,6.0,13.0,1.0,3.0,1.0,16.0,4.0
ENSG00000116688.18,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSG00000116691.11,12.0,2.0,10.0,10.0,13.0,3.0,6.0,0.0,9.0,0.0,7.0,3.0
ENSG00000116698.21,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116701.15,73.0,9.0,56.0,31.0,42.0,17.0,40.0,13.0,14.0,0.0,42.0,12.0
ENSG00000116704.8,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116711.10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116717.13,4.0,0.0,3.0,5.0,3.0,0.0,5.0,7.0,8.0,0.0,2.0,5.0
ENSG00000116729.14,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSG00000116731.22,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
ENSG00000116741.8,81.0,12.0,15.0,43.0,64.0,24.0,26.0,22.0,11.0,0.0,34.0,19.0
ENSG00000116747.13,9.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116750.13,4.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0
ENSG00000116752.6,4.0,4.0,0.0,4.0,0.0,2.0,9.0,0.0,3.0,0.0,0.0,2.0
ENSG00000116754.13,8.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
ENSG00000116771.6,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ENSG00000116786.13,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
ENSG00000116791.14,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ENSG00000116793.16,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSG00000116809.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116815.16,10.0,2.0,11.0,6.0,2.0,3.0,7.0,2.0,2.0,0.0,1.0,2.0
ENSG00000116824.5,16.0,11.0,1.0,13.0,5.0,6.0,11.0,9.0,4.0,3.0,3.0,11.0
ENSG00000116830.12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116852.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ENSG00000116857.17,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0
ENSG00000116863.11,2.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,0.0,0.0,8.0,1.0
ENSG00000116871.15,12.0,0.0,12.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116874.12,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
