#feature,bac3,bac4,bac1,bac2,bac5,bac6,vir1,vir4,vir2,vir3,vir5,vir6
ENSG00000178917.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179021.10,12.0,0.0,6.0,5.0,6.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0
ENSG00000179152.20,4.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSG00000179348.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180353.11,99.0,11.0,45.0,52.0,22.0,12.0,26.0,20.0,17.0,0.0,29.0,11.0
ENSG00000180370.10,33.0,7.0,16.0,11.0,10.0,5.0,15.0,5.0,0.0,1.0,0.0,5.0
ENSG00000180376.17,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180767.10,8.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
ENSG00000181061.14,10.0,5.0,5.0,7.0,7.0,5.0,6.0,2.0,10.0,3.0,1.0,2.0
ENSG00000181322.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181458.10,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181467.5,13.0,1.0,7.0,14.0,15.0,5.0,8.0,2.0,3.0,1.0,5.0,2.0
ENSG00000181555.21,1.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0
ENSG00000181631.7,27.0,5.0,36.0,14.0,22.0,8.0,11.0,5.0,7.0,0.0,20.0,8.0
ENSG00000181744.9,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181788.4,18.0,5.0,40.0,9.0,18.0,8.0,6.0,10.0,119.0,9.0,12.0,8.0
ENSG00000181789.14,5.0,0.0,4.0,11.0,4.0,2.0,2.0,3.0,1.0,0.0,7.0,0.0
ENSG00000181804.15,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000181847.12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSG00000182179.13,9.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0
ENSG00000182247.10,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
ENSG00000182504.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182568.17,7.0,5.0,0.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0,3.0,2.0
ENSG00000182606.16,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182899.17,246.0,99.0,58.0,186.0,113.0,151.0,83.0,68.0,95.0,22.0,129.0,35.0
ENSG00000182923.18,9.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0
ENSG00000182973.18,4.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0
ENSG00000183624.14,3.0,1.0,0.0,10.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0
ENSG00000183625.15,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000183763.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183813.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000183960.9,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184100.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ENSG00000184203.8,9.0,1.0,4.0,12.0,7.0,7.0,14.0,3.0,0.0,0.0,7.0,3.0
ENSG00000184220.12,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSG00000184307.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184378.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184423.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184432.10,12.0,2.0,6.0,10.0,6.0,2.0,9.0,4.0,2.0,1.0,6.0,1.0
ENSG00000184500.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184897.6,79.0,12.0,3.0,20.0,18.0,13.0,14.0,17.0,19.0,3.0,14.0,12.0
ENSG00000185112.6,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
ENSG00000185219.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185485.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000185614.7,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185621.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185798.8,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000185909.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ENSG00000186001.14,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186162.10,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSG00000186265.10,3.0,1.0,1.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0
ENSG00000186432.9,19.0,2.0,8.0,1.0,7.0,2.0,4.0,4.0,7.0,0.0,7.0,2.0
ENSG00000186446.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186448.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186792.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187091.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ENSG00000187098.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187118.14,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
ENSG00000188001.10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188313.13,27.0,3.0,41.0,14.0,35.0,8.0,36.0,12.0,20.0,3.0,33.0,31.0
ENSG00000188315.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188582.10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSG00000188846.14,274.0,103.0,17.0,162.0,86.0,142.0,94.0,78.0,75.0,14.0,115.0,30.0
ENSG00000189283.10,8.0,3.0,0.0,2.0,0.0,5.0,4.0,4.0,2.0,0.0,1.0,1.0
ENSG00000189366.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196083.10,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000196220.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196345.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196428.12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000196455.8,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSG00000196549.12,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196653.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196776.16,33.0,7.0,11.0,22.0,20.0,9.0,15.0,8.0,14.0,3.0,12.0,7.0
ENSG00000196981.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197415.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSG00000197548.12,10.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0
ENSG00000197885.11,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198218.11,8.0,3.0,0.0,6.0,0.0,4.0,7.0,1.0,0.0,0.0,2.0,1.0
ENSG00000198406.7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000198585.12,8.0,3.0,0.0,0.0,6.0,2.0,4.0,2.0,3.0,1.0,6.0,3.0
ENSG00000198829.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198836.10,0.0,0.0,1.0,3.0,6.0,0.0,2.0,1.0,10.0,0.0,1.0,0.0
ENSG00000198843.13,27.0,13.0,25.0,21.0,17.0,15.0,22.0,10.0,6.0,0.0,14.0,12.0
ENSG00000198919.13,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000203644.3,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000205981.8,5.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0
ENSG00000206527.10,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSG00000206530.11,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000206559.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000206560.11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
ENSG00000206562.12,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000206567.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000206573.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSG00000206760.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000207088.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211456.13,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213123.11,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213157.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213169.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213174.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
ENSG00000213178.3,24.0,19.0,3.0,11.0,11.0,17.0,8.0,6.0,9.0,2.0,15.0,5.0
ENSG00000213186.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213300.5,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213371.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213533.13,2.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
ENSG00000213672.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213689.14,12.0,5.0,5.0,2.0,4.0,3.0,6.0,2.0,7.0,0.0,10.0,3.0
ENSG00000213842.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213849.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213854.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213872.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214135.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214160.10,3.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0
ENSG00000214192.3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214289.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214706.10,4.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,12.0,2.0,5.0,0.0
ENSG00000214820.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000215016.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000218754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000221883.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ENSG00000223343.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000223552.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSG00000223668.1,13.0,2.0,1.0,3.0,4.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0
ENSG00000223797.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSG00000223803.1,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
ENSG00000223916.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000223968.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSG00000224085.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224094.1,16.0,0.0,0.0,15.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
ENSG00000224237.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224652.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224831.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224858.5,51.0,14.0,0.0,34.0,14.0,24.0,14.0,17.0,6.0,0.0,0.0,5.0
ENSG00000225558.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225611.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225662.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225697.13,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225733.6,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225770.1,12.0,6.0,1.0,8.0,5.0,5.0,11.0,4.0,4.0,0.0,3.0,2.0
ENSG00000225873.4,4.0,3.0,17.0,9.0,11.0,3.0,3.0,2.0,5.0,0.0,3.0,9.0
ENSG00000226360.5,243.0,73.0,0.0,156.0,62.0,117.0,63.0,66.0,40.0,0.0,81.0,17.0
ENSG00000226489.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227124.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227309.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227337.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227398.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228109.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228205.1,32.0,12.0,7.0,27.0,12.0,15.0,10.0,9.0,6.0,0.0,17.0,4.0
ENSG00000228956.8,4.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
ENSG00000229072.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229320.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229453.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229619.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000229638.1,54.0,15.0,0.0,35.0,19.0,21.0,15.0,19.0,0.0,2.0,22.0,6.0
ENSG00000229806.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229863.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230409.3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230530.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230807.1,20.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSG00000231177.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231362.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231770.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000231884.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSG00000232112.3,21.0,6.0,5.0,15.0,7.0,7.0,8.0,7.0,10.0,1.0,7.0,4.0
ENSG00000232439.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232829.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233058.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233276.6,314.0,38.0,127.0,145.0,137.0,75.0,66.0,44.0,342.0,33.0,97.0,48.0
ENSG00000233308.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233487.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000233544.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233565.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233597.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ENSG00000234287.1,422.0,142.0,30.0,287.0,148.0,250.0,183.0,137.0,114.0,17.0,156.0,54.0
ENSG00000234742.1,0.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234851.4,442.0,105.0,32.0,241.0,126.0,198.0,178.0,108.0,79.0,27.0,151.0,37.0
ENSG00000235016.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235257.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235787.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
ENSG00000235978.6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236152.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236438.7,7.0,3.0,7.0,15.0,13.0,8.0,5.0,0.0,0.0,0.0,8.0,0.0
ENSG00000236489.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236768.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236844.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237186.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237433.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237676.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000238225.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000238741.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000239213.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSG00000239219.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239265.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239523.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239732.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000239797.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239978.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000240024.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240057.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240138.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240404.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240489.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240497.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000240622.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240682.10,6.0,4.0,8.0,6.0,8.0,1.0,4.0,1.0,3.0,0.0,4.0,2.0
ENSG00000240695.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000240776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240854.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240891.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240950.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241163.8,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000241429.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241478.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241506.1,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
ENSG00000241553.12,116.0,30.0,43.0,51.0,54.0,39.0,38.0,18.0,31.0,8.0,48.0,26.0
ENSG00000241723.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241899.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241993.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242052.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242086.8,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242299.1,147.0,87.0,7.0,121.0,67.0,86.0,40.0,61.0,54.0,18.0,77.0,15.0
ENSG00000242445.1,36.0,0.0,3.0,31.0,0.0,19.0,13.0,10.0,0.0,0.0,0.0,0.0
ENSG00000242960.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000242992.3,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
ENSG00000243176.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243273.1,9.0,1.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243396.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243422.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
